date, pm25, pm10, o3, no2, so2, co,location
2023-07-19, 41, 24, 12, 5, , ,"egat, nonthaburi"
2023-07-20, 49, 27, 17, 5, , ,"egat, nonthaburi"
2023-07-21, 52, 19, 17, 6, , ,"egat, nonthaburi"
2023-07-22, 43, 14, 13, 5, , ,"egat, nonthaburi"
2023-07-23, 31, 22, 15, 6, 4, ,"egat, nonthaburi"
2023-07-24, 38, 23, 12, 5, , ,"egat, nonthaburi"
2023-07-25, 41, 21, 13, 3, , ,"egat, nonthaburi"
2023-07-26, 36, 22, 10, 2, , ,"egat, nonthaburi"
2023-07-27, 31, 16, 10, 2, , ,"egat, nonthaburi"
2023-07-28, 30, 26, 11, 4, 1, ,"egat, nonthaburi"
2023-07-29, 38, 17, 11, 4, , ,"egat, nonthaburi"
2023-07-30, 32, 21, 8, 3, , ,"egat, nonthaburi"
2023-07-31, 37, 28, 10, 3, , ,"egat, nonthaburi"
2023-08-01, 43, 32, 7, 5, , ,"egat, nonthaburi"
2023-08-02, 54, 28, 10, 7, , ,"egat, nonthaburi"
2023-08-03, 51, 32, 12, 7, , ,"egat, nonthaburi"
2023-08-04, 52, 27, 14, 5, , ,"egat, nonthaburi"
2023-08-05, 50, 23, 11, 4, 1, ,"egat, nonthaburi"
2023-08-06, 42, 24, 13, 6, , ,"egat, nonthaburi"
2023-08-07, 43, 26, 11, 6, 1, ,"egat, nonthaburi"
2023-08-08, 43, 34, 14, 6, , ,"egat, nonthaburi"
2023-08-09, 55, 24, 18, 5, , ,"egat, nonthaburi"
2023-08-10, 43, 24, 17, 5, 2, ,"egat, nonthaburi"
2023-08-11, 43, 31, 13, 4, , ,"egat, nonthaburi"
2023-08-12, 51, 27, 17, 2, , ,"egat, nonthaburi"
2023-08-13, 48, 28, 15, 4, , ,"egat, nonthaburi"
2023-08-14, 49, 24, 14, 5, , ,"egat, nonthaburi"
2023-08-15, 44, 20, 18, 6, , ,"egat, nonthaburi"
2023-08-16, 36, 28, 17, 7, 1, ,"egat, nonthaburi"
2023-08-17, 55, 26, 15, 4, 1, ,"egat, nonthaburi"
2023-08-18, 45, 31, 19, 3, , ,"egat, nonthaburi"
2023-08-19, 51, 28, 18, 5, , ,"egat, nonthaburi"
2023-08-20, 54, 23, 11, 9, , ,"egat, nonthaburi"
2023-08-21, 40, 22, 20, 7, , ,"egat, nonthaburi"
2023-08-22, 45, 19, 16, 8, , ,"egat, nonthaburi"
2023-08-23, 39, 23, 14, 7, , ,"egat, nonthaburi"
2023-08-24, 40, 21, 14, 5, , ,"egat, nonthaburi"
2023-08-25, 42, 23, 11, 5, , ,"egat, nonthaburi"
2023-08-26, 45, 23, 13, 5, , ,"egat, nonthaburi"
2023-08-27, 43, 24, 15, 4, 1, ,"egat, nonthaburi"
2023-08-28, 38, 22, 17, 6, 1, ,"egat, nonthaburi"
2023-08-29, 43, 25, 18, 8, 1, ,"egat, nonthaburi"
2023-08-30, 47, 33, 16, 7, 2, ,"egat, nonthaburi"
2023-08-31, 58, 26, 13, 6, , ,"egat, nonthaburi"
2023-09-01, 54, 32, 15, 5, , ,"egat, nonthaburi"
2023-09-02, 59, 23, 21, 3, , ,"egat, nonthaburi"
2023-09-03, 43, 17, 16, 5, , ,"egat, nonthaburi"
2023-09-04, 32, 14, 12, 3, , ,"egat, nonthaburi"
2023-09-05, 19, 16, 13, 5, , ,"egat, nonthaburi"
2023-09-06, 32, 19, 13, 5, , ,"egat, nonthaburi"
2023-09-07, 38, 15, 14, 3, , ,"egat, nonthaburi"
2023-09-08, 27, 14, 16, 4, , ,"egat, nonthaburi"
2023-09-09, 24, 12, 11, 4, , ,"egat, nonthaburi"
2023-09-10, 20, 12, 10, 5, , ,"egat, nonthaburi"
2023-09-11, 17, 15, 9, 5, , ,"egat, nonthaburi"
2023-09-12, 25, 18, 13, 7, , ,"egat, nonthaburi"
2023-09-13, 30, 20, 12, 5, , ,"egat, nonthaburi"
2023-09-14, 33, 16, 13, 5, , ,"egat, nonthaburi"
2023-09-15, 26, 12, 17, 4, , ,"egat, nonthaburi"
2023-09-16, 21, 15, 13, 4, , ,"egat, nonthaburi"
2023-09-17, 19, 17, 12, 7, , ,"egat, nonthaburi"
2023-09-18, 24, 22, 17, 7, , ,"egat, nonthaburi"
2023-09-19, 36, 25, 17, 7, , ,"egat, nonthaburi"
2023-09-20, 49, 14, 17, 5, , ,"egat, nonthaburi"
2023-09-21, 29, 19, 22, 7, , ,"egat, nonthaburi"
2023-09-22, 38, 21, 23, 9, , ,"egat, nonthaburi"
2023-09-23, 41, 28, 17, 10, , ,"egat, nonthaburi"
2023-09-24, 54, 29, 19, 14, , ,"egat, nonthaburi"
2023-09-25, 56, 23, 17, 6, , ,"egat, nonthaburi"
2023-09-26, 42, 16, 10, 6, , ,"egat, nonthaburi"
2023-09-27, 31, 14, 6, 7, , ,"egat, nonthaburi"
2023-09-28, 17, 14, 12, 4, , ,"egat, nonthaburi"
2023-09-29, 20, 16, 6, 6, , ,"egat, nonthaburi"
2023-09-30, 31, 18, 5, 5, , ,"egat, nonthaburi"
2023-04-01, 61, 31, 20, 2, , ,"egat, nonthaburi"
2023-04-02, 73, 44, 36, 7, , ,"egat, nonthaburi"
2023-04-03, 97, 50, 37, 5, , ,"egat, nonthaburi"
2023-04-04, 106, 54, 43, 8, 1, ,"egat, nonthaburi"
2023-04-05, 122, 49, 49, 5, , ,"egat, nonthaburi"
2023-04-06, 116, 39, 12, 10, 1, ,"egat, nonthaburi"
2023-04-07, 76, 26, 22, 5, , ,"egat, nonthaburi"
2023-04-08, 56, 28, 20, 6, , ,"egat, nonthaburi"
2023-04-09, 61, 27, 22, 5, , ,"egat, nonthaburi"
2023-04-10, 54, 42, 29, 7, 4, ,"egat, nonthaburi"
2023-04-11, 91, 43, 20, 5, 13, ,"egat, nonthaburi"
2023-04-12, 95, 47, 28, 3, , ,"egat, nonthaburi"
2023-04-13, 106, 53, 27, 3, , ,"egat, nonthaburi"
2023-04-14, 122, 60, 25, 4, , ,"egat, nonthaburi"
2023-04-15, 137, 59, 18, 5, , ,"egat, nonthaburi"
2023-04-16, 134, 56, 26, 6, 1, ,"egat, nonthaburi"
2023-04-17, 126, 54, 20, 4, , ,"egat, nonthaburi"
2023-04-18, 113, 55, 31, 3, , ,"egat, nonthaburi"
2023-04-19, 124, 56, 31, 5, , ,"egat, nonthaburi"
2023-04-20, 117, 64, 31, 5, 1, ,"egat, nonthaburi"
2023-04-21, 139, 60, 32, 1, , ,"egat, nonthaburi"
2023-04-22, 133, 46, 17, , , ,"egat, nonthaburi"
2023-04-23, 96, 40, 27, 6, , ,"egat, nonthaburi"
2023-04-24, 76, 37, 29, 6, , ,"egat, nonthaburi"
2023-04-25, 69, 29, 14, 9, , ,"egat, nonthaburi"
2023-04-26, 60, 51, 38, 11, , ,"egat, nonthaburi"
2023-04-27, 105, 37, 24, 9, , ,"egat, nonthaburi"
2023-04-28, 78, 37, 25, 2, , ,"egat, nonthaburi"
2023-04-29, 77, 26, 16, 7, , ,"egat, nonthaburi"
2023-04-30, 59, 37, 35, 6, , ,"egat, nonthaburi"
2023-05-01, 78, 34, 18, 7, , ,"egat, nonthaburi"
2023-05-02, 73, 27, 26, 4, , ,"egat, nonthaburi"
2023-05-03, 59, 21, 22, 1, , ,"egat, nonthaburi"
2023-05-04, 42, 25, 30, 2, 1, ,"egat, nonthaburi"
2023-05-05, 53, 28, 29, 3, , ,"egat, nonthaburi"
2023-05-06, 65, 27, 25, 3, , ,"egat, nonthaburi"
2023-05-07, 60, 30, 21, 5, , ,"egat, nonthaburi"
2023-05-08, 61, 29, 24, 7, , ,"egat, nonthaburi"
2023-05-09, 68, 25, 35, 7, , ,"egat, nonthaburi"
2023-05-10, 56, 29, 13, 11, , ,"egat, nonthaburi"
2023-05-11, 63, 24, 15, 7, , ,"egat, nonthaburi"
2023-05-12, 46, 22, 21, 5, , ,"egat, nonthaburi"
2023-05-13, 48, 22, 17, 2, , ,"egat, nonthaburi"
2023-05-14, 48, 40, 24, 5, , ,"egat, nonthaburi"
2023-05-15, 77, 44, 29, 6, , ,"egat, nonthaburi"
2023-05-16, 85, 43, 26, 3, , ,"egat, nonthaburi"
2023-05-17, 78, 40, 20, 4, , ,"egat, nonthaburi"
2023-05-18, 72, 44, 23, 3, , ,"egat, nonthaburi"
2023-05-19, 75, 43, 25, 2, , ,"egat, nonthaburi"
2023-05-20, 75, 29, 11, 2, , ,"egat, nonthaburi"
2023-05-21, 57, 39, 21, 3, , ,"egat, nonthaburi"
2023-05-22, 68, 39, 22, 4, , ,"egat, nonthaburi"
2023-05-23, 64, 37, 20, 5, , ,"egat, nonthaburi"
2023-05-24, 63, 41, 18, 5, , ,"egat, nonthaburi"
2023-05-25, 66, 47, 19, 4, 1, ,"egat, nonthaburi"
2023-05-26, 72, 40, 20, 2, , ,"egat, nonthaburi"
2023-05-27, 69, 30, 29, 5, , ,"egat, nonthaburi"
2023-05-28, 57, 22, 24, 4, , ,"egat, nonthaburi"
2023-05-29, 54, 18, 22, 5, , ,"egat, nonthaburi"
2023-05-30, 47, 26, 24, 7, , ,"egat, nonthaburi"
2023-05-31, 53, 34, 17, 3, , ,"egat, nonthaburi"
2023-06-01, 62, 37, 18, 4, , ,"egat, nonthaburi"
2023-06-02, 67, 32, 21, 3, , ,"egat, nonthaburi"
2023-06-03, 60, 16, 21, 2, , ,"egat, nonthaburi"
2023-06-04, 33, 18, 20, 3, , ,"egat, nonthaburi"
2023-06-05, 34, 26, 18, 6, 1, ,"egat, nonthaburi"
2023-06-06, 58, 22, 20, 4, , ,"egat, nonthaburi"
2023-06-07, 48, 20, 16, 6, , ,"egat, nonthaburi"
2023-06-08, 46, 18, 14, 5, , ,"egat, nonthaburi"
2023-06-09, 39, 16, 20, 2, , ,"egat, nonthaburi"
2023-06-10, 31, 16, 19, 3, , ,"egat, nonthaburi"
2023-06-11, 37, 20, 22, 5, 1, ,"egat, nonthaburi"
2023-06-12, 40, 17, 14, 5, , ,"egat, nonthaburi"
2023-06-13, 33, 17, 13, 5, , ,"egat, nonthaburi"
2023-06-14, 29, 19, 18, 6, , ,"egat, nonthaburi"
2023-06-15, 40, 20, 16, 5, , ,"egat, nonthaburi"
2023-06-16, 41, 15, 17, 5, , ,"egat, nonthaburi"
2023-06-17, 32, 16, 12, 6, , ,"egat, nonthaburi"
2023-06-18, 34, 20, 19, 7, , ,"egat, nonthaburi"
2023-06-19, 40, 19, 18, 5, , ,"egat, nonthaburi"
2023-06-20, 36, 24, 18, 5, , ,"egat, nonthaburi"
2023-06-21, 45, 23, 20, 7, , ,"egat, nonthaburi"
2023-06-22, 47, 26, 20, 4, , ,"egat, nonthaburi"
2023-06-23, 45, 18, 11, 4, , ,"egat, nonthaburi"
2023-06-24, 22, 18, 13, 3, , ,"egat, nonthaburi"
2023-06-25, 31, 18, 12, 3, , ,"egat, nonthaburi"
2023-06-26, 25, 16, 16, 4, , ,"egat, nonthaburi"
2023-06-27, 29, 21, 20, 4, , ,"egat, nonthaburi"
2023-06-28, 42, 23, 24, 6, , ,"egat, nonthaburi"
2023-06-29, 47, 20, 13, 5, , ,"egat, nonthaburi"
2023-06-30, 35, 16, 16, 6, , ,"egat, nonthaburi"
2023-01-02, 89, 43, 25, 8, , ,"egat, nonthaburi"
2023-01-03, 84, 41, 25, 11, 1, ,"egat, nonthaburi"
2023-01-04, 68, 44, 23, 14, 1, ,"egat, nonthaburi"
2023-01-05, 75, 36, 21, 11, 1, ,"egat, nonthaburi"
2023-01-06, 63, 32, 20, 8, , ,"egat, nonthaburi"
2023-01-07, 63, 52, 23, 11, , ,"egat, nonthaburi"
2023-01-08, 106, 93, 28, 9, 1, ,"egat, nonthaburi"
2023-01-09, 156, 48, 17, 9, 1, ,"egat, nonthaburi"
2023-01-10, 99, 23, 11, 6, , ,"egat, nonthaburi"
2023-01-11, 50, 35, 22, 12, , ,"egat, nonthaburi"
2023-01-12, 70, 37, 26, 14, , ,"egat, nonthaburi"
2023-01-13, 79, 27, 30, 8, , ,"egat, nonthaburi"
2023-01-14, 57, 35, 27, 5, , ,"egat, nonthaburi"
2023-01-15, 74, 42, 30, 15, , ,"egat, nonthaburi"
2023-01-16, 80, 44, 23, 12, , ,"egat, nonthaburi"
2023-01-17, 87, 45, 20, 10, , ,"egat, nonthaburi"
2023-01-18, 81, 43, 24, 12, , ,"egat, nonthaburi"
2023-01-19, 76, 52, 30, 14, 1, ,"egat, nonthaburi"
2023-01-20, 88, 129, 5, 15, 1, ,"egat, nonthaburi"
2023-01-21, 174, , , , , ,"egat, nonthaburi"
2023-01-26, 114, 65, 33, 21, , ,"egat, nonthaburi"
2023-01-27, 132, 43, 22, 13, , ,"egat, nonthaburi"
2023-01-28, 80, 53, 25, 11, , ,"egat, nonthaburi"
2023-01-29, 84, 61, 25, 13, , ,"egat, nonthaburi"
2023-01-30, 104, 76, 36, 15, 1, ,"egat, nonthaburi"
2023-01-31, 153, 88, 49, 23, 2, ,"egat, nonthaburi"
2023-02-01, 164, 91, 60, 22, 1, ,"egat, nonthaburi"
2023-02-02, 167, 56, 24, 9, , ,"egat, nonthaburi"
2023-02-03, 108, 33, 18, 4, , ,"egat, nonthaburi"
2023-02-04, 74, 31, 20, 5, , ,"egat, nonthaburi"
2023-02-05, 66, 33, 18, 8, , ,"egat, nonthaburi"
2023-02-06, 61, 29, 17, 6, , ,"egat, nonthaburi"
2023-02-07, 56, 33, 22, 6, , ,"egat, nonthaburi"
2023-02-08, 58, 27, 18, 4, , ,"egat, nonthaburi"
2023-02-09, 55, 26, 14, 5, , ,"egat, nonthaburi"
2023-02-10, 48, 23, 16, 3, , ,"egat, nonthaburi"
2023-02-11, 44, 25, 18, 3, , ,"egat, nonthaburi"
2023-02-12, 49, 30, 16, 5, , ,"egat, nonthaburi"
2023-02-13, 57, 29, 10, 7, , ,"egat, nonthaburi"
2023-02-14, 58, 37, 7, 9, , ,"egat, nonthaburi"
2023-02-15, 84, 38, 21, 8, , ,"egat, nonthaburi"
2023-02-16, 76, 52, 21, 9, 1, ,"egat, nonthaburi"
2023-02-17, 91, 54, 32, 7, 1, ,"egat, nonthaburi"
2023-02-18, 118, 60, 37, 7, 1, ,"egat, nonthaburi"
2023-02-19, 137, 56, 30, 8, , ,"egat, nonthaburi"
2023-02-20, 103, 51, 26, 9, , ,"egat, nonthaburi"
2023-02-21, 96, 57, 28, 10, 1, ,"egat, nonthaburi"
2023-02-22, 114, 64, 35, 14, 1, ,"egat, nonthaburi"
2023-02-23, 128, 70, 34, 16, 1, ,"egat, nonthaburi"
2023-02-24, 141, 59, 27, 7, , ,"egat, nonthaburi"
2023-02-25, 115, 50, 33, 5, , ,"egat, nonthaburi"
2023-02-26, 92, 60, 34, 9, 1, ,"egat, nonthaburi"
2023-02-27, 112, 66, 39, 13, 1, ,"egat, nonthaburi"
2023-02-28, 139, 65, 32, 13, 1, ,"egat, nonthaburi"
2023-03-01, 133, 68, 35, 17, , ,"egat, nonthaburi"
2023-03-02, 133, 59, 31, 10, , ,"egat, nonthaburi"
2023-03-03, 113, 70, 30, 14, , ,"egat, nonthaburi"
2023-03-04, 140, 66, 32, 11, , ,"egat, nonthaburi"
2023-03-05, 135, 66, 32, 12, , ,"egat, nonthaburi"
2023-03-06, 146, 80, 36, 18, , ,"egat, nonthaburi"
2023-03-07, 162, 71, 41, 11, , ,"egat, nonthaburi"
2023-03-08, 156, 62, 35, 7, , ,"egat, nonthaburi"
2023-03-09, 139, 61, 35, 9, , ,"egat, nonthaburi"
2023-03-10, 129, 54, 28, 4, , ,"egat, nonthaburi"
2023-03-11, 110, 51, 25, 3, , ,"egat, nonthaburi"
2023-03-12, 100, 56, 21, 10, , ,"egat, nonthaburi"
2023-03-13, 117, 63, 29, 14, , ,"egat, nonthaburi"
2023-03-14, 128, 61, 35, 12, , ,"egat, nonthaburi"
2023-03-15, 129, 45, 26, 5, , ,"egat, nonthaburi"
2023-03-16, 82, 41, 28, 5, , ,"egat, nonthaburi"
2023-03-17, 75, 34, 27, 4, , ,"egat, nonthaburi"
2023-03-18, 67, 35, 21, 2, , ,"egat, nonthaburi"
2023-03-19, 69, 37, 23, 5, , ,"egat, nonthaburi"
2023-03-20, 74, 38, 19, 5, , ,"egat, nonthaburi"
2023-03-21, 70, 37, 24, 5, , ,"egat, nonthaburi"
2023-03-22, 77, 30, 16, 5, , ,"egat, nonthaburi"
2023-03-23, 63, 32, 24, 5, , ,"egat, nonthaburi"
2023-03-24, 65, 29, 19, 4, , ,"egat, nonthaburi"
2023-03-25, 64, 27, 18, 3, , ,"egat, nonthaburi"
2023-03-26, 59, 31, 19, 4, , ,"egat, nonthaburi"
2023-03-27, 64, 28, 14, 4, 1, ,"egat, nonthaburi"
2023-03-28, 50, 24, 13, 5, , ,"egat, nonthaburi"
2023-03-29, 44, 30, 17, 6, , ,"egat, nonthaburi"
2023-03-30, 60, 29, 19, 4, , ,"egat, nonthaburi"
2023-03-31, 54, 29, 16, 3, , ,"egat, nonthaburi"
2022-10-01, 41, 15, 20, 7, , ,"egat, nonthaburi"
2022-10-02, 43, 14, 10, 10, , ,"egat, nonthaburi"
2022-10-03, 43, 16, 11, 9, , ,"egat, nonthaburi"
2022-10-04, 44, 29, 6, 10, , ,"egat, nonthaburi"
2022-10-05, 60, 30, 13, 10, , ,"egat, nonthaburi"
2022-10-06, 65, 60, 12, 10, 1, ,"egat, nonthaburi"
2022-10-07, 88, 21, 10, 8, , ,"egat, nonthaburi"
2022-10-08, 48, 15, 13, 6, , ,"egat, nonthaburi"
2022-10-09, 39, 14, 11, 8, , ,"egat, nonthaburi"
2022-10-10, 42, 20, 21, 10, , ,"egat, nonthaburi"
2022-10-11, 48, 36, 27, 11, , ,"egat, nonthaburi"
2022-10-12, 73, 40, 29, 12, , ,"egat, nonthaburi"
2022-10-13, 79, 46, 30, 12, , ,"egat, nonthaburi"
2022-10-14, 90, 39, 19, 11, , ,"egat, nonthaburi"
2022-10-15, 83, 34, 21, 8, , ,"egat, nonthaburi"
2022-10-16, 79, 45, 32, 10, , ,"egat, nonthaburi"
2022-10-17, 93, 59, 30, 18, , ,"egat, nonthaburi"
2022-10-18, 117, 61, 35, 16, , ,"egat, nonthaburi"
2022-10-19, 122, 55, 30, 10, , ,"egat, nonthaburi"
2022-10-20, 115, 43, 20, 11, , ,"egat, nonthaburi"
2022-10-21, 84, 40, 22, 9, , ,"egat, nonthaburi"
2022-10-22, 84, 28, 28, 8, , ,"egat, nonthaburi"
2022-10-23, 71, 48, 27, 11, , ,"egat, nonthaburi"
2022-10-24, 100, 55, 33, 13, , ,"egat, nonthaburi"
2022-10-25, 114, 43, 22, 14, , ,"egat, nonthaburi"
2022-10-26, 83, 21, 9, 9, 1, ,"egat, nonthaburi"
2022-10-27, 52, 32, 13, 12, , ,"egat, nonthaburi"
2022-10-28, 60, 33, 24, 8, , ,"egat, nonthaburi"
2022-10-29, 66, 45, 31, 9, , ,"egat, nonthaburi"
2022-10-30, 88, 52, 29, 13, , ,"egat, nonthaburi"
2022-10-31, 110, 47, 29, 11, , ,"egat, nonthaburi"
2022-11-01, 94, 44, 26, 14, , ,"egat, nonthaburi"
2022-11-02, 82, 45, 27, 16, , ,"egat, nonthaburi"
2022-11-03, 83, 40, 22, 17, , ,"egat, nonthaburi"
2022-11-04, 79, 51, 22, 15, , ,"egat, nonthaburi"
2022-11-05, 96, 48, 27, 9, 1, ,"egat, nonthaburi"
2022-11-06, 100, 58, 25, 16, , ,"egat, nonthaburi"
2022-11-07, 110, 56, 32, 16, , ,"egat, nonthaburi"
2022-11-08, 109, 52, 29, 17, , ,"egat, nonthaburi"
2022-11-09, 97, 52, 27, 15, , ,"egat, nonthaburi"
2022-11-10, 94, 47, 25, 11, 2, ,"egat, nonthaburi"
2022-11-11, 87, 48, 29, 8, 1, ,"egat, nonthaburi"
2022-11-12, 85, 47, 28, 9, , ,"egat, nonthaburi"
2022-11-13, 82, 24, 11, 9, , ,"egat, nonthaburi"
2022-11-14, 56, 28, 13, 9, , ,"egat, nonthaburi"
2022-11-15, 56, 27, 13, 13, 1, ,"egat, nonthaburi"
2022-11-16, 56, 31, 20, 12, 1, ,"egat, nonthaburi"
2022-11-17, 67, 27, 15, 13, , ,"egat, nonthaburi"
2022-11-18, 59, 35, 20, 11, , ,"egat, nonthaburi"
2022-11-19, 68, 33, 14, 10, , ,"egat, nonthaburi"
2022-11-20, 63, 31, 16, 11, , ,"egat, nonthaburi"
2022-11-21, 60, 46, 23, 12, , ,"egat, nonthaburi"
2022-11-22, 87, 42, 20, 15, , ,"egat, nonthaburi"
2022-11-23, 78, 24, 8, 9, , ,"egat, nonthaburi"
2022-11-24, 59, 16, 11, 9, , ,"egat, nonthaburi"
2022-11-25, 41, 17, 10, 10, , ,"egat, nonthaburi"
2022-11-26, 47, 30, 13, 13, , ,"egat, nonthaburi"
2022-11-27, 63, 29, 12, 15, , ,"egat, nonthaburi"
2022-11-28, 65, 36, 18, 16, , ,"egat, nonthaburi"
2022-11-29, 73, 43, 23, 15, , ,"egat, nonthaburi"
2022-11-30, 89, 24, 14, 11, , ,"egat, nonthaburi"
2022-12-01, 82, 32, 15, 11, , ,"egat, nonthaburi"
2022-12-02, 66, 35, 21, 13, , ,"egat, nonthaburi"
2022-12-03, 52, 30, 18, 14, , ,"egat, nonthaburi"
2022-12-04, 52, 30, 15, 10, , ,"egat, nonthaburi"
2022-12-05, 52, 22, 16, 9, , ,"egat, nonthaburi"
2022-12-06, 40, 36, 20, 14, , ,"egat, nonthaburi"
2022-12-07, 60, 42, 24, 17, , ,"egat, nonthaburi"
2022-12-08, 63, 40, 24, 15, , ,"egat, nonthaburi"
2022-12-09, 65, 42, 29, 13, 1, ,"egat, nonthaburi"
2022-12-10, 77, 35, 21, 14, , ,"egat, nonthaburi"
2022-12-11, 66, 38, 22, 10, , ,"egat, nonthaburi"
2022-12-12, 75, 40, 25, 11, , ,"egat, nonthaburi"
2022-12-13, 75, 55, 23, 16, , ,"egat, nonthaburi"
2022-12-14, 105, 56, 26, 18, 1, ,"egat, nonthaburi"
2022-12-15, 99, 62, 32, 14, 1, ,"egat, nonthaburi"
2022-12-16, 125, 52, 20, 12, 1, ,"egat, nonthaburi"
2022-12-17, 103, 42, 27, 7, , ,"egat, nonthaburi"
2022-12-18, 67, 50, 24, 12, , ,"egat, nonthaburi"
2022-12-19, 78, 56, 28, 15, 1, ,"egat, nonthaburi"
2022-12-20, 96, 59, 28, 13, 2, ,"egat, nonthaburi"
2022-12-21, 114, 60, 27, 17, 1, ,"egat, nonthaburi"
2022-12-22, 118, 54, 28, 18, 1, ,"egat, nonthaburi"
2022-12-23, 103, 47, 21, 8, , ,"egat, nonthaburi"
2022-12-24, 90, 42, 21, 8, , ,"egat, nonthaburi"
2022-12-25, 79, 54, 26, 16, 1, ,"egat, nonthaburi"
2022-12-26, 93, 53, 21, 15, 1, ,"egat, nonthaburi"
2022-12-27, 93, 57, 26, 17, , ,"egat, nonthaburi"
2022-12-28, 108, 51, 24, 16, , ,"egat, nonthaburi"
2022-12-29, 103, 39, 26, 7, , ,"egat, nonthaburi"
2022-12-30, 76, 40, 29, 8, 1, ,"egat, nonthaburi"
2022-12-31, 84, 41, 27, 10, , ,"egat, nonthaburi"
2023-01-01, 84, 42, 26, 9, , ,"egat, nonthaburi"
2022-07-01, 35, 21, 16, 5, , ,"egat, nonthaburi"
2022-07-02, 42, 18, 15, 4, , ,"egat, nonthaburi"
2022-07-03, 38, 18, 14, 5, , ,"egat, nonthaburi"
2022-07-04, 36, 17, 15, 4, , ,"egat, nonthaburi"
2022-07-05, 33, 19, 21, 5, , ,"egat, nonthaburi"
2022-07-06, 39, 23, 23, 6, , ,"egat, nonthaburi"
2022-07-07, 45, 18, 17, 5, , ,"egat, nonthaburi"
2022-07-08, 35, 17, 14, 5, , ,"egat, nonthaburi"
2022-07-09, 36, 16, 13, 4, , ,"egat, nonthaburi"
2022-07-10, 31, 17, 12, 3, , ,"egat, nonthaburi"
2022-07-11, 34, 20, 12, 4, , ,"egat, nonthaburi"
2022-07-12, 41, 19, 10, 3, , ,"egat, nonthaburi"
2022-07-13, 41, 18, 15, 4, , ,"egat, nonthaburi"
2022-07-14, 40, 28, 23, 5, 1, ,"egat, nonthaburi"
2022-07-15, 55, 23, 18, 5, , ,"egat, nonthaburi"
2022-07-16, 49, 16, 18, 4, , ,"egat, nonthaburi"
2022-07-17, 41, 22, 14, 4, , ,"egat, nonthaburi"
2022-07-18, 42, 25, 16, 3, , ,"egat, nonthaburi"
2022-07-19, 47, 18, 14, 4, , ,"egat, nonthaburi"
2022-07-20, 35, 15, 6, 9, , ,"egat, nonthaburi"
2022-07-21, 29, 21, 10, 6, , ,"egat, nonthaburi"
2022-07-22, 35, 16, 8, 8, , ,"egat, nonthaburi"
2022-07-23, 31, 22, 12, 9, , ,"egat, nonthaburi"
2022-07-24, 49, 23, 15, 9, , ,"egat, nonthaburi"
2022-07-25, 43, 26, 20, 8, , ,"egat, nonthaburi"
2022-07-26, 54, 24, 17, 8, , ,"egat, nonthaburi"
2022-07-27, 47, 20, 13, 8, , ,"egat, nonthaburi"
2022-07-28, 48, 15, 17, 5, , ,"egat, nonthaburi"
2022-07-29, 38, 16, 20, 3, , ,"egat, nonthaburi"
2022-07-30, 38, 16, 17, 4, , ,"egat, nonthaburi"
2022-07-31, 39, 20, 5, 10, , ,"egat, nonthaburi"
2022-08-01, 35, 16, 7, 7, , ,"egat, nonthaburi"
2022-08-02, 29, 19, 9, 6, , ,"egat, nonthaburi"
2022-08-03, 36, 20, 15, 5, , ,"egat, nonthaburi"
2022-08-04, 39, 22, 13, 7, , ,"egat, nonthaburi"
2022-08-05, 41, 25, 12, 5, , ,"egat, nonthaburi"
2022-08-06, 51, 14, 13, 3, , ,"egat, nonthaburi"
2022-08-07, 26, 13, 10, 5, , ,"egat, nonthaburi"
2022-08-08, 30, 17, 13, 5, , ,"egat, nonthaburi"
2022-08-09, 39, 19, 13, 4, , ,"egat, nonthaburi"
2022-08-10, 37, 21, 12, 6, , ,"egat, nonthaburi"
2022-08-11, 36, 21, 12, 5, , ,"egat, nonthaburi"
2022-08-12, 45, 25, 12, 5, , ,"egat, nonthaburi"
2022-08-13, 45, 19, 16, 3, , ,"egat, nonthaburi"
2022-08-14, 42, 20, 13, 4, , ,"egat, nonthaburi"
2022-08-15, 40, 15, 8, 6, , ,"egat, nonthaburi"
2022-08-16, 35, 19, 8, 7, , ,"egat, nonthaburi"
2022-08-17, 43, 18, 17, 5, , ,"egat, nonthaburi"
2022-08-18, 43, 19, 14, 6, , ,"egat, nonthaburi"
2022-08-19, 43, 22, 10, 4, , ,"egat, nonthaburi"
2022-08-20, 46, 20, 12, 4, , ,"egat, nonthaburi"
2022-08-21, 47, 23, 15, 6, , ,"egat, nonthaburi"
2022-08-22, 48, 26, 23, 6, , ,"egat, nonthaburi"
2022-08-23, 52, 27, 19, 5, , ,"egat, nonthaburi"
2022-08-24, 45, 20, 11, 7, , ,"egat, nonthaburi"
2022-08-25, 40, 19, 8, 7, , ,"egat, nonthaburi"
2022-08-26, 38, 17, 13, 7, , ,"egat, nonthaburi"
2022-08-27, 52, 16, 19, 8, , ,"egat, nonthaburi"
2022-08-28, 42, 26, 22, 10, , ,"egat, nonthaburi"
2022-08-29, 62, 27, 29, 13, , ,"egat, nonthaburi"
2022-08-30, 65, 31, 11, 16, , ,"egat, nonthaburi"
2022-08-31, 72, 33, 19, 16, , ,"egat, nonthaburi"
2022-09-01, 68, 35, 26, 14, , ,"egat, nonthaburi"
2022-09-02, 78, 27, 16, 11, , ,"egat, nonthaburi"
