date, pm25, pm10, o3, no2, so2, co,location
2019-07-19, 46, 23, 9, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-20, 50, 13, 7, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-21, 25, 21, 10, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-22, 43, 27, 9, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-23, 56, 39, 5, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-24, 59, 30, 7, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-25, 50, 33, 9, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-26, 57, 28, 10, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-27, 44, 26, 10, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-28, 42, 19, 8, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-29, 26, 25, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-30, 40, 27, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-07-31, 51, 25, 6, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-01, 44, 25, 6, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-02, 41, 22, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-03, 39, 17, 6, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-04, 28, 19, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-05, 32, 24, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-06, 46, 30, 4, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-07, 51, 24, 4, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-08, 41, 29, 6, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-09, 50, 16, 6, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-10, 24, 15, 6, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-11, 26, 16, 6, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-12, 25, 22, 5, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-13, 38, 34, 9, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-14, 59, 30, 8, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-15, 52, 32, 9, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-16, 59, 18, 5, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-17, 36, 17, 7, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-18, 28, 25, 10, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-19, 46, 24, 5, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-20, 44, 22, 7, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-21, 31, 24, 5, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-22, 41, 27, 4, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-23, 41, 27, 5, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-24, 45, 19, 7, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-25, 36, 17, 5, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-26, 34, 27, 5, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-27, 43, 25, 8, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-28, 42, 26, 5, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-29, 42, 29, 3, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-30, 45, 18, 5, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-08-31, 29, 17, 4, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-01, 29, 29, 5, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-02, 42, 27, 3, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-03, 52, 31, 4, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-04, 48, 32, 4, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-05, 56, 36, 5, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-06, 62, 37, 4, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-07, 62, 29, 4, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-08, 46, 29, 4, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-09, 49, 28, 3, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-10, 50, 34, 9, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-11, 57, 33, 5, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-12, 53, 22, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-13, 41, 26, 8, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-14, 44, 28, 11, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-15, 55, 29, 2, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-16, 53, 35, 13, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-17, 65, 31, 15, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-18, 60, 27, 10, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-19, 57, 32, 13, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-20, 66, 25, 4, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-21, 57, 34, 11, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-22, 71, 23, 6, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-23, 57, 39, 15, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-24, 69, 53, 19, 18, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-25, 103, 57, 21, 24, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-26, 111, 49, 13, 21, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-27, 94, 61, 24, 24, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-28, 125, 63, 30, 21, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-29, 129, 72, 25, 22, , ,"Thonburi Power Sub-Station, Bangkok"
2019-09-30, 155, 45, 12, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-01, 70, 35, 16, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-02, 77, 29, 8, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-03, 65, 27, 10, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-04, 63, 23, 8, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-05, 56, 28, 13, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-06, 67, 21, 12, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-07, 57, 29, 17, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-08, 67, 22, 9, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-09, 57, 24, 10, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-10, 60, 24, 9, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-11, 59, 27, 11, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-12, 63, 25, 11, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-13, 66, 20, 8, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-14, 48, 18, 6, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-15, 45, 20, 7, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-16, 53, 21, 5, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-17, 54, 27, 8, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-18, 62, 32, 7, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-19, 68, 44, 18, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-20, 86, 50, 10, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-21, 93, 33, 7, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-22, 66, 28, 14, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-23, 63, 28, 13, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-24, 61, 36, 15, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-25, 72, 39, 13, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-26, 80, 37, 12, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-27, 73, 22, 8, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-28, 51, 19, 8, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-29, 43, 25, 7, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-04-30, 53, 23, 12, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-01, 47, 22, 11, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-02, 42, 25, 7, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-03, 51, 25, 11, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-04, 47, 28, 13, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-05, 47, 45, 14, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-06, 76, 55, 13, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-07, 86, 56, 14, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-08, 94, 59, 16, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-09, 94, 52, 15, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-10, 87, 52, 15, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-11, 84, 49, 13, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-12, 84, 38, 13, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-13, 74, 44, 9, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-14, 81, 54, 14, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-15, 101, 50, 10, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-16, 80, 49, 12, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-17, 82, 51, 13, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-18, 84, 48, 13, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-19, 77, 38, 12, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-20, 70, 36, , , , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-21, 66, 29, 4, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-22, 55, 30, 8, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-23, 62, 36, 11, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-24, 68, 37, 11, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-25, 67, 29, 11, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-26, 55, 22, 12, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-27, 51, 25, 8, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-28, 55, 22, 7, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-29, 38, 27, 2, 4, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-05-30, 47, 26, 8, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-05-31, 51, 26, 11, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-01, 52, 22, 10, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-02, 46, 25, 18, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-03, 54, 25, 15, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-04, 53, 25, 6, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-05, 53, 30, 14, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-06, 65, 35, 11, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-06-07, 74, 23, 15, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-08, 48, 28, 8, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-09, 52, 26, 8, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-10, 48, 27, 4, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-11, 52, 21, 6, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-12, 44, 21, 7, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-13, 44, 18, 11, , , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-14, 43, 25, 14, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-15, 49, 29, 9, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-16, 58, 19, 5, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-17, 38, 17, 6, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-18, 41, 19, 5, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-19, 45, 29, 7, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-20, 55, 35, 13, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-21, 62, 36, 8, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-22, 61, 30, 8, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-23, 56, 23, 5, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-24, 45, 26, 2, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-25, 52, 24, 7, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-26, 47, 32, 6, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-27, 60, 32, 6, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-28, 59, 23, 7, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-29, 47, 19, 6, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-06-30, 44, 34, 6, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-01, 84, 40, 17, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-02, 89, 46, 9, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-03, 98, 52, 9, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-04, 104, 56, 5, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-05, 118, 72, 15, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-06, 162, 71, 20, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-07, 160, 35, 11, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-08, 73, 40, 8, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-09, 81, 55, 15, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-10, 110, 81, 10, 17, 2, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-11, 163, 70, 8, 5, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-12, 144, 76, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-13, 142, 75, 7, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-14, 155, 63, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-15, 132, 59, 4, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-16, 119, 63, 13, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-17, 129, 55, 14, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-18, 98, 66, 21, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-19, 137, 70, 24, 25, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-20, 146, 83, 22, 30, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-21, 164, 63, 17, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-22, 121, 61, 20, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-23, 118, 56, 20, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-24, 117, 78, 23, 27, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-25, 153, 66, 20, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-26, 134, 58, 21, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-27, 119, 67, 23, 26, , ,"Thonburi Power Sub-Station, Bangkok"
2019-01-28, 145, 78, 23, 30, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-29, 158, 84, 29, 28, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-30, 165, 74, 21, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-01-31, 157, 55, 18, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-01, 114, 52, 18, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-02, 104, 37, 12, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-03, 79, 42, 13, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-04, 81, 39, 12, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-05, 76, 33, 9, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-06, 62, 36, 11, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-07, 71, 35, 10, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-08, 69, 28, 7, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-09, 59, 34, 10, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-10, 68, 36, 11, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-11, 73, 45, 21, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-12, 82, 67, 31, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-13, 140, 42, 13, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-14, 81, 41, 13, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-15, 75, 38, 13, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-16, 68, 33, 11, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-17, 63, 28, 9, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-18, 54, 22, 8, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-19, 49, 24, 9, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-20, 52, 29, 13, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-21, 63, 26, 8, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-22, 56, 32, 12, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-23, 62, 31, 11, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-24, 62, 33, 12, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-25, 67, 35, 15, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-26, 69, 41, 16, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-27, 78, 44, 16, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-02-28, 83, 41, 13, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-01, 78, 41, 13, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-02, 78, 40, 15, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-03, 73, 34, 12, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-04, 65, 38, 16, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-05, 78, 39, 16, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-06, 84, 26, 9, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-07, 58, 27, 9, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-08, 59, 26, 11, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-09, 57, 27, 11, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-10, 59, 35, 17, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-11, 73, 50, 30, 12, 1, ,"Thonburi Power Sub-Station, Bangkok"
2019-03-12, 107, 35, 11, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-13, 73, 31, 10, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-14, 63, 27, 12, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-15, 55, 43, 10, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-16, 91, 38, 15, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-17, 82, 44, 14, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-18, 94, 40, 14, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-19, 85, 37, 12, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-20, 78, 39, 16, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-21, 77, 45, 22, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-22, 91, 46, 17, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-23, 95, 41, 13, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-24, 81, 33, 11, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-25, 71, 33, 18, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-26, 67, 31, 12, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-27, 61, 36, 15, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-28, 71, 31, 10, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-29, 68, 31, 10, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-30, 68, 35, 11, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2019-03-31, 71, 31, 11, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-01, 54, 43, 5, 16, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-02, 68, 62, 18, 21, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-03, 105, 62, 22, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-04, 101, 30, 13, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-05, 58, 46, 13, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-06, 68, 53, 15, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-07, 78, 57, 8, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-08, 88, 49, 11, 19, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-09, 80, 63, 13, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-10, 93, 55, 13, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-11, 83, 45, 16, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-12, 66, 58, 14, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-13, 95, 57, 20, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-14, 95, 35, 13, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-15, 64, 33, 10, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-16, 54, 36, 11, 10, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-17, 59, 46, 12, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-18, 74, 55, 11, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-19, 89, 40, 6, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-20, 72, 27, 4, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-21, 50, 32, 8, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-22, 53, 40, 9, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-23, 66, 45, 14, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-24, 78, 59, 9, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-25, 102, 50, 12, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-26, 79, 52, 12, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-27, 73, 37, 14, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-28, 55, 50, 17, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-10-29, 80, 47, 17, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-30, 73, 57, 21, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-10-31, 81, 65, 23, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-01, 102, 77, 23, 24, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-02, 122, 85, 27, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-03, 132, 74, 25, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-04, 121, 72, 25, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-05, 120, 64, 16, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-06, 106, 55, 10, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-07, 82, 42, 7, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-08, 66, 40, 3, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-11-09, 67, 47, 7, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-11-10, 68, , 12, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-12, 109, 72, 9, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-13, 133, 68, 13, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-14, 126, 67, 17, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-15, 127, 45, 12, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2018-11-16, 81, 42, 5, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-11-17, 76, 56, , , , ,"Thonburi Power Sub-Station, Bangkok"
2018-11-18, 93, 63, 11, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-19, 106, 63, 15, 27, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-20, 105, 65, 17, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-21, 117, 61, 17, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-22, 114, 57, 15, 16, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-23, 89, 55, 17, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-24, 83, 65, 18, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-25, 106, 66, 22, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-26, 101, 56, 14, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-27, 92, 49, 12, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-28, 78, 65, 15, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-29, 108, 73, 14, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-11-30, 125, 71, 14, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
