date,min,max,median,q1,q3,stdev,count
2020-10-20T00:00:00.000Z,4.25,15.4,7.4,6.33,8.98,2.243,143
2020-10-21T00:00:00.000Z,8.58,24,12.42,11.28,15.27,2.87,144
2020-10-22T00:00:00.000Z,19.2,36.88,25.88,23.49,28.43,3.649,144
2020-10-23T00:00:00.000Z,19.75,38.47,27.32,24.64,30.15,3.969,173
2020-10-24T00:00:00.000Z,10.7,45.05,32.79,22.1,36.89,8.634,381
2020-10-25T00:00:00.000Z,15.98,54.58,30.08,22.84,37.9,9.176,325
2020-10-26T00:00:00.000Z,13.55,33.6,20,17.5,25.37,4.796,147
2020-10-27T00:00:00.000Z,15.78,26.27,20.13,16.89,22.17,3.175,22
2020-10-28T00:00:00.000Z,20.05,34.08,26.62,25.19,28.18,2.443,113
2020-10-29T00:00:00.000Z,4.28,16.07,8.65,7.07,10.11,2.309,213
