Unnamed: 0,temp_avg,dew_avg,hum_avg,wind_speed_avg,pressure_avg,precip,month,year,location
12,32.16666667,23.11111111,59.6,12.230984,1005.75783,0,5,2014,Thonburi Power Sub Station
13,31.77777778,22.5,59,12.07005,1005.75783,0,5,2014,Thonburi Power Sub Station
14,33.11111111,22.33333333,54.7,13.035654,1005.75783,0,5,2014,Thonburi Power Sub Station
15,32.44444444,23.11111111,58.5,12.87472,1005.75783,0,5,2014,Thonburi Power Sub Station
16,32.16666667,23.61111111,62,12.552852,1005.75783,0,5,2014,Thonburi Power Sub Station
17,29.66666667,24.27777778,72.9,10.138842,1009.14422,0,5,2014,Thonburi Power Sub Station
18,30.16666667,22.11111111,62.3,8.690436,1009.14422,0,5,2014,Thonburi Power Sub Station
19,31.55555556,21.66666667,56,11.909116,1009.14422,0,5,2014,Thonburi Power Sub Station
20,32.11111111,21.94444444,55.5,14.001258,1005.75783,0,5,2014,Thonburi Power Sub Station
21,31.66666667,22.44444444,58.6,15.610598,1005.75783,0,5,2014,Thonburi Power Sub Station
22,31.38888889,22.27777778,58.4,13.67939,1009.14422,0,5,2014,Thonburi Power Sub Station
23,32.22222222,22.61111111,58,10.943512,1009.14422,0,5,2014,Thonburi Power Sub Station
24,31.88888889,23.55555556,62.3,12.07005,1009.14422,0,5,2014,Thonburi Power Sub Station
25,31.94444444,23.72222222,62.8,10.46071,1009.14422,0,5,2014,Thonburi Power Sub Station
26,31,24.33333333,68.2,13.035654,1009.14422,0,5,2014,Thonburi Power Sub Station
27,30.38888889,22.77777778,65.1,12.552852,1009.14422,0,5,2014,Thonburi Power Sub Station
28,31.5,22.94444444,60.8,12.391918,1005.75783,0,5,2014,Thonburi Power Sub Station
29,31.38888889,23.44444444,64.6,11.748182,1005.75783,0,5,2014,Thonburi Power Sub Station
30,31.61111111,23.5,62.8,12.07005,1005.75783,0,5,2014,Thonburi Power Sub Station
0,27.27777778,17.83333333,58.4,10.621644,1012.53061,0,2,2020,Thonburi Power Sub Station
1,28.16666667,20.16666667,64.7,9.65604,1012.53061,0,2,2020,Thonburi Power Sub Station
2,28,22.11111111,72,11.426314,1012.53061,0,2,2020,Thonburi Power Sub Station
3,28.61111111,22.55555556,71.4,14.001258,1012.53061,0,2,2020,Thonburi Power Sub Station
4,28.55555556,22.11111111,69.9,14.48406,1012.53061,0,2,2020,Thonburi Power Sub Station
5,28.27777778,22.66666667,72.9,13.67939,1012.53061,0,2,2020,Thonburi Power Sub Station
6,28.72222222,22.5,71.2,9.977908,1012.53061,0,2,2020,Thonburi Power Sub Station
7,28.55555556,22.72222222,73.8,10.782578,1012.53061,0,2,2020,Thonburi Power Sub Station
8,28.55555556,20.11111111,63.8,12.391918,1012.53061,0,2,2020,Thonburi Power Sub Station
9,29.05555556,17.44444444,49.8,15.771532,1012.53061,0,2,2020,Thonburi Power Sub Station
10,30.22222222,19,52.1,11.104446,1012.53061,0,2,2020,Thonburi Power Sub Station
11,29.27777778,23.44444444,72.4,18.024608,1012.53061,0,2,2020,Thonburi Power Sub Station
12,29.11111111,23.22222222,71.7,18.829278,1012.53061,0,2,2020,Thonburi Power Sub Station
13,29.44444444,23.05555556,69.5,22.047958,1009.14422,0,2,2020,Thonburi Power Sub Station
14,29.11111111,19.55555556,60.1,15.610598,1009.14422,0,2,2020,Thonburi Power Sub Station
15,29.38888889,18.77777778,57.4,13.357522,1012.53061,0,2,2020,Thonburi Power Sub Station
16,29.05555556,22.16666667,68.9,12.391918,1012.53061,0,2,2020,Thonburi Power Sub Station
17,28.94444444,18.77777778,55.5,17.380872,1012.53061,0,2,2020,Thonburi Power Sub Station
18,28.88888889,16.33333333,47.4,13.840324,1012.53061,0,2,2020,Thonburi Power Sub Station
19,30,17.66666667,50.1,14.966862,1012.53061,0,2,2020,Thonburi Power Sub Station
20,29.61111111,15,42.2,18.990212,1015.917,0,2,2020,Thonburi Power Sub Station
21,29.22222222,15.11111111,42.8,20.11675,1015.917,0,2,2020,Thonburi Power Sub Station
22,29.33333333,15.5,43.8,16.415268,1015.917,0,2,2020,Thonburi Power Sub Station
23,29.33333333,16.05555556,46.6,11.104446,1012.53061,0,2,2020,Thonburi Power Sub Station
24,28.83333333,20.94444444,64.8,11.426314,1012.53061,0,2,2020,Thonburi Power Sub Station
25,29.11111111,22.55555556,69.8,11.748182,1012.53061,0,2,2020,Thonburi Power Sub Station
26,29.05555556,23,71.1,11.104446,1009.14422,0,2,2020,Thonburi Power Sub Station
27,29.16666667,22.77777778,69.3,15.771532,1009.14422,0,2,2020,Thonburi Power Sub Station
