date, pm25, pm10, o3, no2, so2, co
2024/2/9, 64, 44, 12, 8, , 
2024/2/10, 86, 54, 26, 4, , 
2024/2/11, 99, 64, 26, 11, , 
2024/2/12, 133, 70, 32, 16, , 
2024/2/13, 142, 72, 39, 16, , 
2024/2/14, 148, 64, 45, 12, , 
2024/2/15, 142, 46, 30, 6, , 
2024/2/16, 84, 35, 17, 5, , 
2024/2/17, 69, 30, 15, 1, , 
2024/2/18, 57, 30, 11, 2, , 
2024/2/19, 55, 28, 13, 2, , 
2024/2/20, 40, 26, 10, 2, , 
2024/2/21, 46, 25, 14, 2, , 
2024/2/22, 49, 26, 18, 3, 12, 
2024/2/23, 49, 27, 20, 1, , 
2024/2/24, 59, 30, 25, 1, , 
2024/2/25, 63, 40, 27, 3, , 
2024/2/26, 80, 50, 29, 5, , 
2024/2/27, 100, 40, 22, 4, , 
2024/2/28, 71, 32, 17, 2, , 
2024/2/29, 61, 37, 20, 2, , 
2024/3/1, 68, 38, 17, 3, , 
2024/3/2, 77, 41, 20, 6, , 
2024/3/3, 77, 41, 25, 3, , 
2024/3/4, 74, 40, 27, 4, , 
2024/3/5, 66, 35, 19, 5, , 
2024/3/6, 64, 39, 29, 5, , 
2024/3/7, 76, 34, 16, 2, , 
2024/3/8, 68, 30, 17, 1, , 
2024/3/9, 66, 26, 16, 2, , 
2024/3/10, 53, 46, 19, 3, , 
2024/3/11, 90, 43, 14, 4, , 
2024/3/12, 81, 39, 16, 2, , 
2024/3/13, 73, 32, 27, 3, , 
2024/3/14, 65, 33, 18, 3, , 
2024/3/15, 67, 28, 14, 3, , 
2024/3/16, 62, 36, 17, 3, , 
2024/3/17, 67, 37, 20, 3, , 
2024/3/18, 76, 41, 17, 4, , 
2024/3/19, 81, 40, 6, 9, , 
2024/3/20, 89, 60, 24, 10, , 
2024/3/21, 109, 64, 43, 9, , 
2024/3/22, 130, 32, 19, 2, , 
2024/3/23, 67, 30, 21, 1, , 
2024/3/24, 68, 35, 18, 4, , 
2024/3/25, 69, 33, 15, 2, , 
2024/3/26, 64, 31, 17, 5, , 
2024/3/27, 62, 32, 14, 3, , 
2024/3/28, 63, , 16, 1, , 
2024/3/29, 71, , 14, 2, , 
2024/3/30, 57, , 16, 1, , 
2024/3/31, 56, 66, 35, 6, , 
2023/10/1, 34, 19, 9, 6, , 
2023/10/2, 23, 17, 12, 5, , 
2023/10/3, 30, 16, 9, 9, , 
2023/10/4, 32, 24, 12, 8, , 
2023/10/5, 44, 18, 11, 7, 2, 
2023/10/6, 34, 19, 13, 5, , 
2023/10/7, 34, 17, 12, 5, , 
2023/10/8, 32, 34, 18, 5, , 
2023/10/9, 65, 28, 11, 10, , 
2023/10/10, 63, 24, 12, 9, , 
2023/10/11, 42, 28, 16, 8, , 
2023/10/12, 47, 34, 25, 8, , 
2023/10/13, 62, 25, 27, 6, 1, 
